,Accuracy,Balanced_Acc,Precision,Recall,F1,Time
"Extra Trees [1500 est, depth=80]",0.6227765283173176,0.5354654264975642,0.6265978919040144,0.9394754539340955,0.751782591147585,57.28640627861023
"Extra Trees [800 est, depth=55, balanced]",0.6205274994888571,0.5416810058588097,0.6307908282639214,0.9065232010759919,0.7439293598233996,137.71144247055054
"Extra Trees [1200 est, depth=65, criterion=entropy]",0.6301369863013698,0.5404981759845983,0.6289572725260129,0.9552790854068595,0.7585102122547056,406.71707677841187
